",""Ano"",""UF"",""Município"",""Região"",""Código Programa"",""Programa Fomento"",""IES"",""Status Jurídico"",""Programa"",""Área Avaliação"",""Área Conhecimento"",""Grande Área"",""Codigo IES"",""Coordenador Geral IsF"",""Coordenador Pedagógico IsF"",""DOUTORADO PLENO"",""Iniciação Científica"",""JOVENS TALENTOS - A"",""JOVENS TALENTOS - B"",""MESTRADO"",""MESTRADO PROFISSIONAL"",""PESQUISADOR VISITANTE ESPECIAL"",""PROF VISITANTE NACIONAL SÊNIOR"",""PROFESSOR VISITANTE EXTERIOR PLENO"",""PROFESSOR VISITANTE EXTERIOR SENIOR"",""Professor IsF"",""PÓS-DOUTORADO"",""Total Linha"""
"72,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012014P4"",""DS"",""UFAL"",""Federal"",""DINÂMICA DO ESPAÇO HABITADO"",""INDEFINIDA"",""ARQUITETURA E URBANISMO"",""CIÊNCIAS SOCIAIS APLICADAS"",""26001012"",0,0,8,0,0,0,16,0,0,0,0,0,0,0,24"
"73,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012014P4"",""FAPEALII"",""UFAL"",""Federal"",""DINÂMICA DO ESPAÇO HABITADO"",""INDEFINIDA"",""ARQUITETURA E URBANISMO"",""CIÊNCIAS SOCIAIS APLICADAS"",""26001012"",0,0,15,0,0,0,11,0,0,0,0,0,0,0,26"
"74,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012014P4"",""NOVO PRODOUT"",""IFAL"",""Federal"",""DINÂMICA DO ESPAÇO HABITADO"",""INDEFINIDA"",""ARQUITETURA E URBANISMO"",""CIÊNCIAS SOCIAIS APLICADAS"",""26002019"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"75,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012014P4"",""PNPD"",""UFAL"",""Federal"",""DINÂMICA DO ESPAÇO HABITADO"",""INDEFINIDA"",""ARQUITETURA E URBANISMO"",""CIÊNCIAS SOCIAIS APLICADAS"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"76,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012015P0"",""DS"",""UFAL"",""Federal"",""MATEMÁTICA"",""INDEFINIDA"",""MATEMÁTICA"",""CIÊNCIAS EXATAS E DA TERRA"",""26001012"",0,0,0,0,0,0,11,0,0,0,0,0,0,0,11"
"77,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012015P0"",""PNPD"",""UFAL"",""Federal"",""MATEMÁTICA"",""INDEFINIDA"",""MATEMÁTICA"",""CIÊNCIAS EXATAS E DA TERRA"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2"
"78,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012016P7"",""DS"",""UFAL"",""Federal"",""SERVIÇO SOCIAL"",""INDEFINIDA"",""SERVIÇO SOCIAL"",""CIÊNCIAS SOCIAIS APLICADAS"",""26001012"",0,0,4,0,0,0,11,0,0,0,0,0,0,0,15"
"79,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012016P7"",""FAPEALII"",""UFAL"",""Federal"",""SERVIÇO SOCIAL"",""INDEFINIDA"",""SERVIÇO SOCIAL"",""CIÊNCIAS SOCIAIS APLICADAS"",""26001012"",0,0,3,0,0,0,10,0,0,0,0,0,0,0,13"
"80,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012017P3"",""DS"",""UFAL"",""Federal"",""MODELAGEM COMPUTACIONAL DE CONHECIMENTO"",""INDEFINIDA"",""INTERDISCIPLINAR"",""MULTIDISCIPLINAR"",""26001012"",0,0,0,0,0,0,13,0,0,0,0,0,0,0,13"
"81,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012017P3"",""PNPD"",""UFAL"",""Federal"",""MODELAGEM COMPUTACIONAL DE CONHECIMENTO"",""INDEFINIDA"",""INTERDISCIPLINAR"",""MULTIDISCIPLINAR"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"82,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012018P0"",""DS"",""UFAL"",""Federal"",""DIREITO"",""INDEFINIDA"",""DIREITO"",""CIÊNCIAS SOCIAIS APLICADAS"",""26001012"",0,0,0,0,0,0,7,0,0,0,0,0,0,0,7"
"83,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012018P0"",""FAPEALII"",""UFAL"",""Federal"",""DIREITO"",""INDEFINIDA"",""DIREITO"",""CIÊNCIAS SOCIAIS APLICADAS"",""26001012"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"84,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012019P6"",""DS"",""UFAL"",""Federal"",""RECURSOS HIDRICOS E SANEAMENTO"",""INDEFINIDA"",""ENGENHARIA SANITÁRIA"",""ENGENHARIAS"",""26001012"",0,0,0,0,0,0,12,0,0,0,0,0,0,0,12"
"85,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012019P6"",""FAPEALII"",""UFAL"",""Federal"",""RECURSOS HIDRICOS E SANEAMENTO"",""INDEFINIDA"",""ENGENHARIA SANITÁRIA"",""ENGENHARIAS"",""26001012"",0,0,0,0,0,0,5,0,0,0,0,0,0,0,5"
"86,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012019P6"",""PROCAD"",""UFAL"",""Federal"",""RECURSOS HIDRICOS E SANEAMENTO"",""INDEFINIDA"",""ENGENHARIA SANITÁRIA"",""ENGENHARIAS"",""26001012"",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1"
"87,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012020P4"",""DS"",""UFAL"",""Federal"",""NUTRIÇÃO"",""INDEFINIDA"",""NUTRIÇÃO"",""CIÊNCIAS DA SAÚDE"",""26001012"",0,0,0,0,0,0,19,0,0,0,0,0,0,0,19"
"88,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012020P4"",""FAPEALII"",""UFAL"",""Federal"",""NUTRIÇÃO"",""INDEFINIDA"",""NUTRIÇÃO"",""CIÊNCIAS DA SAÚDE"",""26001012"",0,0,0,0,0,0,8,0,0,0,0,0,0,0,8"
"89,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012020P4"",""PNPD"",""UFAL"",""Federal"",""NUTRIÇÃO"",""INDEFINIDA"",""NUTRIÇÃO"",""CIÊNCIAS DA SAÚDE"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"90,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012022P7"",""DS"",""UFAL"",""Federal"",""ENGENHARIA QUÍMICA"",""INDEFINIDA"",""ENGENHARIA QUÍMICA"",""ENGENHARIAS"",""26001012"",0,0,0,0,0,0,17,0,0,0,0,0,0,0,17"
"91,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012022P7"",""FAPEALII"",""UFAL"",""Federal"",""ENGENHARIA QUÍMICA"",""INDEFINIDA"",""ENGENHARIA QUÍMICA"",""ENGENHARIAS"",""26001012"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1"
"92,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012022P7"",""PNPD"",""UFAL"",""Federal"",""ENGENHARIA QUÍMICA"",""INDEFINIDA"",""ENGENHARIA QUÍMICA"",""ENGENHARIAS"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3"
"93,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012022P7"",""PROCAD"",""UFAL"",""Federal"",""ENGENHARIA QUÍMICA"",""INDEFINIDA"",""ENGENHARIA QUÍMICA"",""ENGENHARIAS"",""26001012"",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1"
"94,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012023P3"",""DS"",""UFAL"",""Federal"",""CIÊNCIAS DA SAÚDE"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""26001012"",0,0,9,0,0,0,9,0,0,0,0,0,0,0,18"
"95,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012023P3"",""FAPEALII"",""UFAL"",""Federal"",""CIÊNCIAS DA SAÚDE"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""26001012"",0,0,21,0,0,0,9,0,0,0,0,0,0,0,30"
"96,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012023P3"",""PNPD"",""UFAL"",""Federal"",""CIÊNCIAS DA SAÚDE"",""INDEFINIDA"",""MEDICINA"",""CIÊNCIAS DA SAÚDE"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"97,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012024P0"",""DS"",""UFAL"",""Federal"",""ECONOMIA"",""INDEFINIDA"",""ECONOMIA"",""CIÊNCIAS SOCIAIS APLICADAS"",""26001012"",0,0,0,0,0,0,9,0,0,0,0,0,0,0,9"
"98,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012024P0"",""FAPEALII"",""UFAL"",""Federal"",""ECONOMIA"",""INDEFINIDA"",""ECONOMIA"",""CIÊNCIAS SOCIAIS APLICADAS"",""26001012"",0,0,0,0,0,0,7,0,0,0,0,0,0,0,7"
"99,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012024P0"",""PNPD"",""UFAL"",""Federal"",""ECONOMIA"",""INDEFINIDA"",""ECONOMIA"",""CIÊNCIAS SOCIAIS APLICADAS"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"100,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012025P6"",""DS"",""UFAL"",""Federal"",""Diversidade Biológica e Conservação nos Trópicos"",""INDEFINIDA"",""ECOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""26001012"",0,0,5,0,0,0,11,0,0,0,0,0,0,0,16"
"101,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012025P6"",""FAPEALII"",""UFAL"",""Federal"",""Diversidade Biológica e Conservação nos Trópicos"",""INDEFINIDA"",""ECOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""26001012"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1"
"102,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012025P6"",""PELD-CAPES"",""UFAL"",""Federal"",""Diversidade Biológica e Conservação nos Trópicos"",""INDEFINIDA"",""ECOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""26001012"",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2"
"103,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012025P6"",""PNPD"",""UFAL"",""Federal"",""Diversidade Biológica e Conservação nos Trópicos"",""INDEFINIDA"",""ECOLOGIA"",""CIÊNCIAS BIOLÓGICAS"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"104,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012026P2"",""DS"",""UFAL"",""Federal"",""ZOOTECNIA"",""INDEFINIDA"",""ZOOTECNIA"",""CIÊNCIAS AGRÁRIAS"",""26001012"",0,0,0,0,0,0,4,0,0,0,0,0,0,0,4"
"105,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012026P2"",""FAPEALII"",""UFAL"",""Federal"",""ZOOTECNIA"",""INDEFINIDA"",""ZOOTECNIA"",""CIÊNCIAS AGRÁRIAS"",""26001012"",0,0,0,0,0,0,8,0,0,0,0,0,0,0,8"
"106,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012028P5"",""DS"",""UFAL"",""Federal"",""MATERIAIS"",""INDEFINIDA"",""MATERIAIS"",""MULTIDISCIPLINAR"",""26001012"",0,0,13,0,0,0,0,0,0,0,0,0,0,0,13"
"107,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012028P5"",""FAPEALII"",""UFAL"",""Federal"",""MATERIAIS"",""INDEFINIDA"",""MATERIAIS"",""MULTIDISCIPLINAR"",""26001012"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"108,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012028P5"",""PNPD"",""UFAL"",""Federal"",""MATERIAIS"",""INDEFINIDA"",""MATERIAIS"",""MULTIDISCIPLINAR"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"109,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012029P1"",""DS"",""UFAL"",""Federal"",""Proteção de Plantas"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""26001012"",0,0,19,0,0,0,13,0,0,0,0,0,0,0,32"
"110,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012029P1"",""FAPEALII"",""UFAL"",""Federal"",""Proteção de Plantas"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""26001012"",0,0,7,0,0,0,8,0,0,0,0,0,0,0,15"
"111,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012029P1"",""NOVO PRODOUT"",""IFAL"",""Federal"",""Proteção de Plantas"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""26002019"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"112,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012029P1"",""PNPD"",""UFAL"",""Federal"",""Proteção de Plantas"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2"
"113,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012030P0"",""DS"",""UFAL"",""Federal"",""ENFERMAGEM"",""INDEFINIDA"",""ENFERMAGEM"",""CIÊNCIAS DA SAÚDE"",""26001012"",0,0,0,0,0,0,8,0,0,0,0,0,0,0,8"
"114,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012030P0"",""FAPEALII"",""UFAL"",""Federal"",""ENFERMAGEM"",""INDEFINIDA"",""ENFERMAGEM"",""CIÊNCIAS DA SAÚDE"",""26001012"",0,0,0,0,0,0,17,0,0,0,0,0,0,0,17"
"115,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012030P0"",""PNPD"",""UFAL"",""Federal"",""ENFERMAGEM"",""INDEFINIDA"",""ENFERMAGEM"",""CIÊNCIAS DA SAÚDE"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"116,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012032P2"",""DS"",""UFAL"",""Federal"",""Psicologia"",""INDEFINIDA"",""PSICOLOGIA"",""CIÊNCIAS HUMANAS"",""26001012"",0,0,0,0,0,0,10,0,0,0,0,0,0,0,10"
"117,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012032P2"",""FAPEALII"",""UFAL"",""Federal"",""Psicologia"",""INDEFINIDA"",""PSICOLOGIA"",""CIÊNCIAS HUMANAS"",""26001012"",0,0,0,0,0,0,7,0,0,0,0,0,0,0,7"
"118,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012032P2"",""PNPD"",""UFAL"",""Federal"",""Psicologia"",""INDEFINIDA"",""PSICOLOGIA"",""CIÊNCIAS HUMANAS"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"119,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012033P9"",""DS"",""UFAL"",""Federal"",""Agricultura e Ambiente"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""26001012"",0,0,0,0,0,0,5,0,0,0,0,0,0,0,5"
"120,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012033P9"",""FAPEALII"",""UFAL"",""Federal"",""Agricultura e Ambiente"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""26001012"",0,0,0,0,0,0,7,0,0,0,0,0,0,0,7"
"121,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012033P9"",""PNPD"",""UFAL"",""Federal"",""Agricultura e Ambiente"",""INDEFINIDA"",""AGRONOMIA"",""CIÊNCIAS AGRÁRIAS"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"122,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012034P5"",""DS"",""UFAL"",""Federal"",""História"",""INDEFINIDA"",""HISTÓRIA"",""CIÊNCIAS HUMANAS"",""26001012"",0,0,0,0,0,0,6,0,0,0,0,0,0,0,6"
"123,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012034P5"",""FAPEALII"",""UFAL"",""Federal"",""História"",""INDEFINIDA"",""HISTÓRIA"",""CIÊNCIAS HUMANAS"",""26001012"",0,0,0,0,0,0,9,0,0,0,0,0,0,0,9"
"124,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012034P5"",""PNPD"",""UFAL"",""Federal"",""História"",""INDEFINIDA"",""HISTÓRIA"",""CIÊNCIAS HUMANAS"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"125,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012035P1"",""DS"",""UFAL"",""Federal"",""Informática"",""INDEFINIDA"",""CIÊNCIA DA COMPUTAÇÃO"",""CIÊNCIAS EXATAS E DA TERRA"",""26001012"",0,0,0,0,0,0,7,0,0,0,0,0,0,0,7"
"126,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012035P1"",""FAPEALII"",""UFAL"",""Federal"",""Informática"",""INDEFINIDA"",""CIÊNCIA DA COMPUTAÇÃO"",""CIÊNCIAS EXATAS E DA TERRA"",""26001012"",0,0,0,0,0,0,5,0,0,0,0,0,0,0,5"
"127,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012035P1"",""PNPD"",""UFAL"",""Federal"",""Informática"",""INDEFINIDA"",""CIÊNCIA DA COMPUTAÇÃO"",""CIÊNCIAS EXATAS E DA TERRA"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"128,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012036P8"",""DS"",""UFAL"",""Federal"",""CIÊNCIAS FARMACÊUTICAS"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""26001012"",0,0,0,0,0,0,6,0,0,0,0,0,0,0,6"
"129,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012036P8"",""FAPEALII"",""UFAL"",""Federal"",""CIÊNCIAS FARMACÊUTICAS"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""26001012"",0,0,0,0,0,0,21,0,0,0,0,0,0,0,21"
"130,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012036P8"",""PNPD"",""UFAL"",""Federal"",""CIÊNCIAS FARMACÊUTICAS"",""INDEFINIDA"",""FARMÁCIA"",""CIÊNCIAS DA SAÚDE"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"131,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012038P0"",""DS"",""UFAL"",""Federal"",""Geografia"",""INDEFINIDA"",""GEOGRAFIA"",""CIÊNCIAS HUMANAS"",""26001012"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"132,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012038P0"",""FAPEALII"",""UFAL"",""Federal"",""Geografia"",""INDEFINIDA"",""GEOGRAFIA"",""CIÊNCIAS HUMANAS"",""26001012"",0,0,0,0,0,0,8,0,0,0,0,0,0,0,8"
"133,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012082P0"",""DS"",""UFAL"",""Federal"",""ANTROPOLOGIA SOCIAL"",""INDEFINIDA"",""ANTROPOLOGIA"",""CIÊNCIAS HUMANAS"",""26001012"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"134,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012082P0"",""FAPEALII"",""UFAL"",""Federal"",""ANTROPOLOGIA SOCIAL"",""INDEFINIDA"",""ANTROPOLOGIA"",""CIÊNCIAS HUMANAS"",""26001012"",0,0,0,0,0,0,12,0,0,0,0,0,0,0,12"
"135,2018,""AL"",""MACEIÓ"",""NORDESTE"",""26001012170P6"",""DS"",""UFAL"",""Federal"",""INOVAÇÃO E TECNOLOGIA INTEGRADAS À MEDICINA VETERINÁRIA PARA"",""INDEFINIDA"",""MEDICINA VETERINÁRIA"",""CIÊNCIAS AGRÁRIAS"",""26001012"",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2"
"136,2018,""AL"",""MACEIÓ"",""NORDESTE"",""27001016011P8"",""NOVO PRODOUT"",""IFAL"",""Federal"",""Sociologia"",""INDEFINIDA"",""SOCIOLOGIA"",""CIÊNCIAS HUMANAS"",""26002019"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"137,2018,""AL"",""MACEIÓ"",""NORDESTE"",""27011003001P9"",""FAPEALII"",""UNIT/Alagoas"",""Privada"",""SOCIEDADE, TECNOLOGIAS E POLÍTICAS PÚBLICAS"",""INDEFINIDA"",""INTERDISCIPLINAR"",""MULTIDISCIPLINAR"",""27011003"",0,0,0,0,0,0,6,0,0,0,0,0,0,0,6"
"138,2018,""AL"",""MACEIÓ"",""NORDESTE"",""27011003001P9"",""PROSUP"",""UNIT/Alagoas"",""Privada"",""SOCIEDADE, TECNOLOGIAS E POLÍTICAS PÚBLICAS"",""INDEFINIDA"",""INTERDISCIPLINAR"",""MULTIDISCIPLINAR"",""27011003"",0,0,0,0,0,0,6,0,0,0,0,0,0,0,6"
"139,2018,""AL"",""MACEIÓ"",""NORDESTE"",""28001010081P2"",""DS"",""UFAL"",""Federal"",""MATEMÁTICA - UFBA-UFAL"",""INDEFINIDA"",""MATEMÁTICA"",""CIÊNCIAS EXATAS E DA TERRA"",""26001012"",0,0,12,0,0,0,0,0,0,0,0,0,0,0,12"
"140,2018,""AL"",""MACEIÓ"",""NORDESTE"",""31001017112P0"",""NOVO PRODOUT"",""IFAL"",""Federal"",""CIÊNCIA  DE ALIMENTOS"",""INDEFINIDA"",""CIÊNCIA E TECNOLOGIA DE ALIMENTOS"",""CIÊNCIAS AGRÁRIAS"",""26002019"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"141,2018,""AL"",""MACEIÓ"",""NORDESTE"",""31008011001P9"",""INCT"",""UFAL"",""Federal"",""MATEMÁTICA"",""INDEFINIDA"",""MATEMÁTICA"",""CIÊNCIAS EXATAS E DA TERRA"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"142,2018,""AL"",""MACEIÓ"",""NORDESTE"",""32001010005P2"",""PROCAD"",""UFAL"",""Federal"",""QUÍMICA"",""INDEFINIDA"",""QUÍMICA"",""CIÊNCIAS EXATAS E DA TERRA"",""26001012"",0,0,0,2,0,0,0,0,0,0,0,0,0,0,2"
"143,2018,""AL"",""MACEIÓ"",""NORDESTE"",""33002010191P0"",""INCT"",""UFAL"",""Federal"",""QUIMICA"",""INDEFINIDA"",""QUÍMICA"",""CIÊNCIAS EXATAS E DA TERRA"",""26001012"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"144,2018,""AL"",""MACEIÓ"",""NORDESTE"",""33003017007P0"",""INCT"",""UFAL"",""Federal"",""QUÍMICA"",""INDEFINIDA"",""QUÍMICA"",""CIÊNCIAS EXATAS E DA TERRA"",""26001012"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1"
"145,2018,""AL"",""MACEIÓ"",""NORDESTE"",""33287015001P7"",""DS"",""UFAL"",""Federal"",""Multicêntrico em Bioquímica e Biologia Molecular"",""INDEFINIDA"",""BIOQUÍMICA"",""CIÊNCIAS BIOLÓGICAS"",""26001012"",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2"
"146,2018,""AL"",""MACEIÓ"",""NORDESTE"",""33287015001P7"",""FAPEALII"",""UFAL"",""Federal"",""Multicêntrico em Bioquímica e Biologia Molecular"",""INDEFINIDA"",""BIOQUÍMICA"",""CIÊNCIAS BIOLÓGICAS"",""26001012"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,2"
"147,2018,""AL"",""MACEIÓ"",""NORDESTE"",""42007011011P9"",""NOVO PRODOUT"",""IFAL"",""Federal"",""CIÊNCIAS SOCIAIS"",""INDEFINIDA"",""SOCIOLOGIA"",""CIÊNCIAS HUMANAS"",""26002019"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1"
"148,2018,""AM"",""MANAUS"",""NORTE"",NA,""CAPES-INPA"",""INPA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""12002011"",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2"
"149,2018,""AM"",""MANAUS"",""NORTE"",NA,""DS"",""FIOCRUZ-CPqLMD"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""13009001"",0,0,0,0,0,0,10,0,0,0,0,0,0,0,10"
"150,2018,""AM"",""MANAUS"",""NORTE"",NA,""DS"",""INPA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""12002011"",0,0,6,0,0,0,12,0,0,0,0,0,0,0,18"
"151,2018,""AM"",""MANAUS"",""NORTE"",NA,""DS"",""UEA"",""Estadual"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""12008010"",0,0,11,0,0,0,25,0,0,0,0,0,0,0,36"
"152,2018,""AM"",""MANAUS"",""NORTE"",NA,""DS"",""UFAM"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""12001015"",0,0,35,0,0,0,70,0,0,0,0,0,0,0,105"
"153,2018,""AM"",""MANAUS"",""NORTE"",NA,""INCT"",""INPA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""12002011"",0,0,0,0,0,0,0,0,2,0,0,2,0,1,5"
"154,2018,""AM"",""MANAUS"",""NORTE"",NA,""INCT"",""UFAM"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""12001015"",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1"
"155,2018,""AM"",""MANAUS"",""NORTE"",NA,""ISF"",""UFAM"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""12001015"",1,0,0,0,0,0,0,0,0,0,0,0,3,0,4"
"156,2018,""AM"",""MANAUS"",""NORTE"",NA,""PELD-CAPES"",""INPA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""12002011"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1"
"157,2018,""AM"",""MANAUS"",""NORTE"",NA,""PRO-AMAZONIA"",""INPA"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""12002011"",0,0,0,3,0,0,0,0,0,0,0,0,0,2,5"
"158,2018,""AM"",""MANAUS"",""NORTE"",NA,""PRO-AMAZONIA"",""UEA"",""Estadual"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""12008010"",0,0,0,2,0,0,0,0,0,0,0,0,0,0,2"
"159,2018,""AM"",""MANAUS"",""NORTE"",NA,""PRO-AMAZONIA"",""UFAM"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""12001015"",0,0,0,7,0,0,0,0,0,0,0,0,0,0,7"
"160,2018,""AM"",""MANAUS"",""NORTE"",NA,""PROCAD"",""UFAM"",""Federal"",NA,""INDEFINIDA"",""Grande Area Não Informada"",""Grande Area Não Informada"",""12001015"",0,0,0,11,0,0,0,0,0,0,0,0,0,0,11"
